I, [2016-05-07T02:58:29.813583 #2734]  INFO -- : listening on addr=0.0.0.0:80 fd=9
I, [2016-05-07T02:58:29.813739 #2734]  INFO -- : worker=0 spawning...
208.167.254.206 - - [07/May/2016:03:16:38 -0400] "GET /application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1 HTTP/1.1" 304 - 0.0062
208.167.254.206 - - [07/May/2016:03:16:38 -0400] "GET /welcome.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0036
208.167.254.206 - - [07/May/2016:03:16:38 -0400] "GET %2Fgit.jpg HTTP/1.1" 304 - 0.0012
208.167.254.206 - - [07/May/2016:03:16:38 -0400] "GET %2Fphys1.jpg HTTP/1.1" 304 - 0.0007
208.167.254.206 - - [07/May/2016:03:16:38 -0400] "GET %2Fsuggestions.txt HTTP/1.1" 304 - 0.0014
208.167.254.206 - - [07/May/2016:03:16:38 -0400] "GET %2Fclass_list.txt HTTP/1.1" 304 - 0.0014
208.167.254.206 - - [07/May/2016:03:16:38 -0400] "GET %2Ffb.jpg HTTP/1.1" 304 - 0.0009
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET /CP317 HTTP/1.1" 200 - 0.7001
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET /entrys.self-024638a57cb7b9d4b7a4fa8f827e553f720b5bee1cdaafc4fa466d036daa7cbd.css?body=1 HTTP/1.1" 304 - 0.0043
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET /welcome.self-bbabc02d106abac0f9b3d927ece43614d5078cde2aa7078faea3a3e6dc48676d.css?body=1 HTTP/1.1" 304 - 0.0038
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET /application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1 HTTP/1.1" 304 - 0.0066
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET /jquery.self-660adc51e0224b731d29f575a6f1ec167ba08ad06ed5deca4f1e8654c135bf4c.js?body=1 HTTP/1.1" 304 - 0.0040
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET /jquery_ujs.self-e87806d0cf4489aeb1bb7288016024e8de67fd18db693fe026fe3907581e53cd.js?body=1 HTTP/1.1" 304 - 0.0047
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET /turbolinks.self-c37727e9bd6b2735da5c311aa83fead54ed0be6cc8bd9a65309e9c5abe2cbfff.js?body=1 HTTP/1.1" 304 - 0.0043
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET /entrys.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0031
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET /welcome.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0035
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET /application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1 HTTP/1.1" 304 - 0.0055
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET %2Fphys1.jpg HTTP/1.1" 304 - 0.0011
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET %2Fgit.jpg HTTP/1.1" 304 - 0.0009
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET %2Fsuggestions.txt HTTP/1.1" 304 - 0.0012
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET %2Fclass_list.txt HTTP/1.1" 304 - 0.0016
208.167.254.206 - - [07/May/2016:03:21:12 -0400] "GET %2Ffb.jpg HTTP/1.1" 304 - 0.0011
208.167.254.206 - - [07/May/2016:03:22:25 -0400] "GET /CP317 HTTP/1.1" 200 - 0.0247
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET /entrys.self-024638a57cb7b9d4b7a4fa8f827e553f720b5bee1cdaafc4fa466d036daa7cbd.css?body=1 HTTP/1.1" 304 - 0.0058
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET /welcome.self-bbabc02d106abac0f9b3d927ece43614d5078cde2aa7078faea3a3e6dc48676d.css?body=1 HTTP/1.1" 304 - 0.0049
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET /application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1 HTTP/1.1" 304 - 0.0083
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET /jquery.self-660adc51e0224b731d29f575a6f1ec167ba08ad06ed5deca4f1e8654c135bf4c.js?body=1 HTTP/1.1" 304 - 0.0056
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET /jquery_ujs.self-e87806d0cf4489aeb1bb7288016024e8de67fd18db693fe026fe3907581e53cd.js?body=1 HTTP/1.1" 304 - 0.0043
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET /turbolinks.self-c37727e9bd6b2735da5c311aa83fead54ed0be6cc8bd9a65309e9c5abe2cbfff.js?body=1 HTTP/1.1" 304 - 0.0045
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET /entrys.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0035
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET /welcome.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0032
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET /application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1 HTTP/1.1" 304 - 0.0073
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET %2Fphys1.jpg HTTP/1.1" 304 - 0.0012
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET %2Fgit.jpg HTTP/1.1" 304 - 0.0009
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET %2Fsuggestions.txt HTTP/1.1" 304 - 0.0008
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET %2Fclass_list.txt HTTP/1.1" 304 - 0.0011
208.167.254.206 - - [07/May/2016:03:22:26 -0400] "GET %2Ffb.jpg HTTP/1.1" 304 - 0.0007
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET /CP317 HTTP/1.1" 200 - 0.0219
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET /entrys.self-024638a57cb7b9d4b7a4fa8f827e553f720b5bee1cdaafc4fa466d036daa7cbd.css?body=1 HTTP/1.1" 304 - 0.0054
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET /welcome.self-bbabc02d106abac0f9b3d927ece43614d5078cde2aa7078faea3a3e6dc48676d.css?body=1 HTTP/1.1" 304 - 0.0049
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET /application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1 HTTP/1.1" 304 - 0.0054
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET /jquery.self-660adc51e0224b731d29f575a6f1ec167ba08ad06ed5deca4f1e8654c135bf4c.js?body=1 HTTP/1.1" 304 - 0.0055
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET /jquery_ujs.self-e87806d0cf4489aeb1bb7288016024e8de67fd18db693fe026fe3907581e53cd.js?body=1 HTTP/1.1" 304 - 0.0056
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET /entrys.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0059
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET /turbolinks.self-c37727e9bd6b2735da5c311aa83fead54ed0be6cc8bd9a65309e9c5abe2cbfff.js?body=1 HTTP/1.1" 304 - 0.0038
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET /welcome.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0048
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET /application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1 HTTP/1.1" 304 - 0.0071
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET %2Fphys1.jpg HTTP/1.1" 304 - 0.0010
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET %2Fgit.jpg HTTP/1.1" 304 - 0.0006
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET %2Fsuggestions.txt HTTP/1.1" 304 - 0.0012
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET %2Fclass_list.txt HTTP/1.1" 304 - 0.0011
208.167.254.206 - - [07/May/2016:03:22:54 -0400] "GET %2Ffb.jpg HTTP/1.1" 304 - 0.0009
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET /CP317 HTTP/1.1" 200 - 0.0228
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET /entrys.self-024638a57cb7b9d4b7a4fa8f827e553f720b5bee1cdaafc4fa466d036daa7cbd.css?body=1 HTTP/1.1" 304 - 0.0042
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET /welcome.self-bbabc02d106abac0f9b3d927ece43614d5078cde2aa7078faea3a3e6dc48676d.css?body=1 HTTP/1.1" 304 - 0.0036
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET /application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1 HTTP/1.1" 304 - 0.0041
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET /jquery.self-660adc51e0224b731d29f575a6f1ec167ba08ad06ed5deca4f1e8654c135bf4c.js?body=1 HTTP/1.1" 304 - 0.0052
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET /jquery_ujs.self-e87806d0cf4489aeb1bb7288016024e8de67fd18db693fe026fe3907581e53cd.js?body=1 HTTP/1.1" 304 - 0.0038
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET /turbolinks.self-c37727e9bd6b2735da5c311aa83fead54ed0be6cc8bd9a65309e9c5abe2cbfff.js?body=1 HTTP/1.1" 304 - 0.0040
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET /entrys.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0032
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET /welcome.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0039
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET /application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1 HTTP/1.1" 304 - 0.0052
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET %2Fphys1.jpg HTTP/1.1" 304 - 0.0008
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET %2Fgit.jpg HTTP/1.1" 304 - 0.0008
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET %2Fsuggestions.txt HTTP/1.1" 304 - 0.0008
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET %2Fclass_list.txt HTTP/1.1" 304 - 0.0013
208.167.254.206 - - [07/May/2016:03:23:10 -0400] "GET %2Ffb.jpg HTTP/1.1" 304 - 0.0011
208.167.254.206 - - [07/May/2016:03:23:53 -0400] "GET / HTTP/1.1" 200 - 0.0352
208.167.254.206 - - [07/May/2016:03:25:11 -0400] "GET /CP317 HTTP/1.1" 200 - 0.0490
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET /entrys.self-024638a57cb7b9d4b7a4fa8f827e553f720b5bee1cdaafc4fa466d036daa7cbd.css?body=1 HTTP/1.1" 304 - 0.0057
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET /welcome.self-bbabc02d106abac0f9b3d927ece43614d5078cde2aa7078faea3a3e6dc48676d.css?body=1 HTTP/1.1" 304 - 0.0057
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET /application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1 HTTP/1.1" 304 - 0.0051
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET /jquery_ujs.self-e87806d0cf4489aeb1bb7288016024e8de67fd18db693fe026fe3907581e53cd.js?body=1 HTTP/1.1" 304 - 0.0039
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET /jquery.self-660adc51e0224b731d29f575a6f1ec167ba08ad06ed5deca4f1e8654c135bf4c.js?body=1 HTTP/1.1" 304 - 0.0041
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET /turbolinks.self-c37727e9bd6b2735da5c311aa83fead54ed0be6cc8bd9a65309e9c5abe2cbfff.js?body=1 HTTP/1.1" 304 - 0.0069
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET /entrys.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0036
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET /welcome.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0076
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET /application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1 HTTP/1.1" 304 - 0.0074
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET %2Fphys1.jpg HTTP/1.1" 304 - 0.0008
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET %2Fgit.jpg HTTP/1.1" 304 - 0.0007
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET %2Ffb.jpg HTTP/1.1" 304 - 0.0012
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET %2Fsuggestions.txt HTTP/1.1" 304 - 0.0013
208.167.254.206 - - [07/May/2016:03:25:12 -0400] "GET %2Fclass_list.txt HTTP/1.1" 304 - 0.0011
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET /CP317 HTTP/1.1" 200 - 0.0253
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET /entrys.self-024638a57cb7b9d4b7a4fa8f827e553f720b5bee1cdaafc4fa466d036daa7cbd.css?body=1 HTTP/1.1" 304 - 0.0043
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET /welcome.self-bbabc02d106abac0f9b3d927ece43614d5078cde2aa7078faea3a3e6dc48676d.css?body=1 HTTP/1.1" 304 - 0.0059
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET /jquery_ujs.self-e87806d0cf4489aeb1bb7288016024e8de67fd18db693fe026fe3907581e53cd.js?body=1 HTTP/1.1" 304 - 0.0046
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET /application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1 HTTP/1.1" 304 - 0.0064
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET /jquery.self-660adc51e0224b731d29f575a6f1ec167ba08ad06ed5deca4f1e8654c135bf4c.js?body=1 HTTP/1.1" 304 - 0.0057
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET /turbolinks.self-c37727e9bd6b2735da5c311aa83fead54ed0be6cc8bd9a65309e9c5abe2cbfff.js?body=1 HTTP/1.1" 304 - 0.0053
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET /entrys.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0034
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET /welcome.self-877aef30ae1b040ab8a3aba4e3e309a11d7f2612f44dde450b5c157aa5f95c05.js?body=1 HTTP/1.1" 304 - 0.0032
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET /application.self-3b8dabdc891efe46b9a144b400ad69e37d7e5876bdc39dee783419a69d7ca819.js?body=1 HTTP/1.1" 304 - 0.0058
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET %2Fphys1.jpg HTTP/1.1" 304 - 0.0007
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET %2Fgit.jpg HTTP/1.1" 304 - 0.0007
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET %2Ffb.jpg HTTP/1.1" 304 - 0.0014
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET %2Fsuggestions.txt HTTP/1.1" 304 - 0.0015
208.167.254.206 - - [07/May/2016:03:27:38 -0400] "GET %2Fclass_list.txt HTTP/1.1" 304 - 0.0014
208.167.254.206 - - [07/May/2016:03:28:44 -0400] "GET /CP317 HTTP/1.1" 200 - 0.0244
208.167.254.206 - - [07/May/2016:03:28:44 -0400] "GET /entrys.self-024638a57cb7b9d4b7a4fa8f827e553f720b5bee1cdaafc4fa466d036daa7cbd.css?body=1 HTTP/1.1" 304 - 0.0058
208.167.254.206 - - [07/May/2016:03:28:44 -0400] "GET /welcome.self-bbabc02d106abac0f9b3d927ece43614d5078cde2aa7078faea3a3e6dc48676d.css?body=1 HTTP/1.1" 304 - 0.0049
208.167.254.206 - - [07/May/2016:03:28:44 -0400] "GET /application.self-e80e8f2318043e8af94dddc2adad5a4f09739a8ebb323b3ab31cd71d45fd9113.css?body=1 HTTP/1.1" 304 - 0.0061
208.167.254.206 - - [07/May/2016:03:28:44 -0400] "GET /jquery.self-660adc51e0224b731d29f575a6f1ec167ba08ad06ed5deca4f1e8654c135bf4c.js?body=1 HTTP/1.1" 304 - 0.0067
208.167.254.206 - - [07/May/2016:03:28:44 -0400] "GET /jquery_ujs.self-e87806d0cf4489aeb1bb7288016024e8de67fd18db693fe026fe3907581e53cd.js?body=1 HTTP/1.1" 304 - 0.0072
